word,pos
to,TO
Africa,NNP
reporter,NN
James,NNP
Butty,NNP
.,.
The,DT
Hubble,NNP
Space,NNP
Telescope,NNP
is,VBZ
back,RB
to,TO
work,NN
",",","
after,IN
a,DT
month-long,JJ
shutdown,NN
to,TO
fix,VB
problems,NNS
it,PRP
was,VBD
having,VBG
in,IN
sending,VBG
information,NN
to,TO
Earth,NNP
.,.
The,DT
U.S.,NNP
space,NN
agency,NN
",",","
NASA,NNP
",",","
said,VBD
Thursday,NNP
the,DT
telescope,NN
's,POS
camera,NN
is,VBZ
now,RB
working,VBG
as,IN
it,PRP
was,VBD
before,IN
the,DT
problems,NNS
.,.
The,DT
agency,NN
said,VBD
it,PRP
took,VBD
a,DT
photo,NN
of,IN
a,DT
pair,NN
of,IN
galaxies,NNS
and,CC
that,IN
it,PRP
"""",``
scored,VBD
a,DT
perfect,JJ
10,CD
"""",``
.,.
The,DT
photo,NN
shows,VBZ
the,DT
ring-shaped,JJ
galaxies,NNS
just,RB
after,IN
they,PRP
collided,VBD
.,.
The,DT
Hubble,NNP
stopped,VBD
beaming,VBG
information,NN
to,TO
Earth,NNP
in,IN
late,JJ
September,NNP
when,WRB
a,DT
data,NN
unit,NN
failed,VBD
.,.
The,DT
computer,NN
glitch,NN
forced,VBD
NASA,NNP
to,TO
postpone,VB
a,DT
shuttle,NN
mission,NN
to,TO
repair,VB
the,DT
Hubble,NNP
.,.
That,DT
mission,NN
has,VBZ
been,VBN
rescheduled,VBN
for,IN
next,JJ
year,NN
.,.
The,DT
Hubble,NNP
has,VBZ
been,VBN
orbiting,VBG
about,IN
600,CD
kilometers,NNS
above,IN
the,DT
Earth,NN
since,IN
1990,CD
.,.
The,DT
telescope,NN
sends,VBZ
images,NNS
from,IN
space,NN
back,RB
to,TO
Earth,NNP
and,CC
has,VBZ
revolutionized,VBN
understanding,NN
of,IN
the,DT
universe,NN
.,.
Armed,VBN
militants,NNS
briefly,RB
occupied,VBD
the,DT
West,NNP
Bank,NNP
headquarters,NN
of,IN
the,DT
Palestinian,JJ
Cabinet,NNP
Thursday,NNP
",",","
in,IN
a,DT
protest,NN
against,IN
the,DT
territory,NN
's,POS
new,JJ
Hamas-led,JJ
government,NN
.,.
Palestinian,JJ
authorities,NNS
say,VBP
about,IN
20,CD
militants,NNS
from,IN
the,DT
Al,NNP
Aqsa,NNP
Martyrs,NNP
Brigades,NNP
forced,VBD
their,PRP$
way,NN
into,IN
the,DT
cabinet,NN
offices,NNS
Thursday,NNP
in,IN
Ramallah,NNP
",",","
the,DT
administrative,JJ
headquarters,NN
of,IN
the,DT
Palestinian,JJ
Authority,NNP
.,.
The,DT
gunmen,NNS
stayed,VBD
for,IN
about,IN
an,DT
hour,NN
",",","
before,IN
they,PRP
were,VBD
persuaded,VBN
to,TO
leave,VB
by,IN
a,DT
police,NN
contingent,JJ
that,IN
arrived,VBD
at,IN
the,DT
scene,NN
.,.
Al,NNP
Aqsa,NNP
Martyrs,NNP
',POS
Brigades,NNS
is,VBZ
a,DT
militant,JJ
faction,NN
of,IN
Fatah,NNP
",",","
and,CC
the,DT
security,NN
forces,NNS
at,IN
the,DT
scene,NN
were,VBD
also,RB
under,IN
the,DT
control,NN
of,IN
Fatah,NNP
leader,NN
and,CC
Palestinian,JJ
Authority,NNP
President,NNP
Mahmoud,NNP
Abbas,NNP
.,.
A,DT
suicide,NN
bomber,NN
tried,VBD
to,TO
kill,VB
the,DT
leader,NN
of,IN
Iraq,NNP
's,POS
most,RBS
powerful,JJ
Shi'ite,NNP
political,JJ
group,NN
Monday,NNP
while,IN
the,DT
main,JJ
Sunni,NNP
party,NN
withdrew,VBD
from,IN
the,DT
country,NN
's,POS
January,NNP
30th,CD
election,NN
.,.
Abdul,NNP
Aziz,NNP
al-Hakim,NNP
",",","
whose,WP$
United,NNP
Iraqi,JJ
Alliance,NNP
is,VBZ
expected,VBN
to,TO
dominate,VB
the,DT
vote,NN
",",","
survived,VBD
the,DT
Baghdad,NNP
attack,NN
.,.
But,CC
at,IN
least,JJS
13,CD
people,NNS
were,VBD
killed,VBN
.,.
Earlier,RBR
in,IN
the,DT
day,NN
",",","
the,DT
Sunni,NNP
Iraqi,JJ
Islamic,NNP
Party,NNP
pulled,VBD
out,IN
of,IN
the,DT
vote,NN
because,IN
of,IN
concerns,NNS
over,IN
violence,NN
.,.
The,DT
party,NN
says,VBZ
more,JJR
time,NN
is,VBZ
needed,VBN
to,TO
ensure,VB
that,IN
all,DT
Shi'ites,NNS
and,CC
Sunnis,NNS
participate,VBP
in,IN
the,DT
election,NN
.,.
In,IN
other,JJ
election,NN
news,NN
",",","
a,DT
new,JJ
audiotape,NN
purportedly,RB
from,IN
Osama,NNP
bin,NNP
Laden,NNP
calls,VBZ
for,IN
Iraqis,NNS
to,TO
boycott,VB
the,DT
vote,NN
",",","
saying,VBG
those,DT
who,WP
take,VBP
part,NN
will,MD
be,VB
infidels,NNS
.,.
The,DT
speaker,NN
also,RB
endorses,VBZ
Abu,NNP
Musab,NNP
al-Zarqawi,NNP
as,IN
his,PRP$
deputy,NN
in,IN
Iraq,NNP
.,.
The,DT
tape,NN
has,VBZ
not,RB
been,VBN
authenticated,VBN
.,.
New,NNP
Mexico,NNP
governor,NN
Bill,NNP
Richardson,NNP
",",","
a,DT
former,JJ
presidential,JJ
candidate,NN
",",","
plans,VBZ
to,TO
endorse,VB
Democratic,JJ
Senator,NNP
Barack,NNP
Obama,NNP
for,IN
president,NN
.,.
Officials,NNS
with,IN
Obama,NNP
's,POS
campaign,NN
tell,VBP
news,NN
agencies,NNS
that,IN
the,DT
two,CD
men,NNS
will,MD
appear,VB
together,RB
at,IN
a,DT
rally,NN
Friday,NNP
in,IN
Portland,NNP
",",","
Oregon,NNP
.,.
In,IN
a,DT
statement,NN
obtained,VBN
by,IN
the,DT
Associated,NNP
Press,NNP
",",","
Richardson,NNP
calls,VBZ
Obama,NNP
a,DT
"""",``
one,CD
of,IN
a,DT
kind,NN
"""",``
leader,NN
who,WP
can,MD
bring,VB
the,DT
country,NN
together,RB
.,.
Richardson,NNP
",",","
the,DT
nation,NN
's,POS
only,RB
Hispanic,JJ
governor,NN
",",","
was,VBD
energy,NN
secretary,NN
under,IN
former,JJ
President,NNP
Bill,NNP
Clinton,NNP
and,CC
was,VBD
also,RB
an,DT
ambassador,NN
to,TO
the,DT
United,NNP
Nations,NNPS
.,.
Recent,JJ
opinion,NN
polls,NNS
indicate,VBP
that,IN
Hispanics,NNS
have,VBP
tended,VBN
to,TO
support,VB
Obama,NNP
's,POS
Democratic,JJ
rival,NN
",",","
Senator,NNP
Hillary,NNP
Clinton,NNP
.,.
Obama,NNP
currently,RB
leads,VBZ
among,IN
delegates,NNS
selected,VBN
at,IN
Democratic,JJ
primaries,NNS
and,CC
caucuses,NNS
.,.
The,DT
next,JJ
major,JJ
primary,NN
is,VBZ
to,TO
take,VB
place,NN
in,IN
Pennsylvania,NNP
next,JJ
month,NN
-,IN
April,NNP
22,CD
.,.
Some,DT
"6,00,000",CD
revelers,NNS
are,VBP
expected,VBN
to,TO
pack,VB
Rio,NNP
de,IN
Janeiro,NNP
over,IN
the,DT
next,JJ
few,JJ
days,NNS
",",","
as,IN
the,DT
Brazilian,JJ
city,NN
celebrates,VBZ
the,DT
annual,JJ
Carnival,NN
before,IN
Lent,NNP
-,IN
the,DT
Christian,JJ
season,NN
of,IN
repentance,NN
.,.
Rio,NNP
celebrates,VBZ
Carnival,NNP
with,IN
parades,NNS
featuring,VBG
the,DT
sensual,JJ
Brazilian,JJ
dance,NN
known,VBN
as,IN
the,DT
samba,NN
.,.
The,DT
celebration,NN
culminates,VBZ
Sunday,NNP
and,CC
Monday,NNP
with,IN
a,DT
giant,JJ
samba,NN
competition,NN
in,IN
the,DT
city,NN
's,POS
"60,000-seat",JJ
Sambadrome,JJ
stadium,NN
.,.
Outside,IN
the,DT
Sambadrome,NNP
",",","
Brazilians,NNS
and,CC
tourists,NNS
extend,VBP
the,DT
party,NN
into,IN
the,DT
streets,NNS
",",","
wearing,VBG
outlandish,JJ
costumes,NNS
and,CC
masks,NNS
and,CC
eating,NN
and,CC
drinking,NN
to,TO
excess,NN
.,.
Similar,JJ
celebrations,NNS
take,VBP
place,NN
in,IN
New,NNP
Orleans,NNP
in,IN
the,DT
United,NNP
States,NNPS
",",","
and,CC
in,IN
many,JJ
parts,NNS
of,IN
Europe,NNP
",",","
as,IN
people,NNS
of,IN
the,DT
Christian,JJ
faith,NN
squeeze,NN
in,IN
a,DT
last,JJ
few,JJ
days,NNS
of,IN
indulgence,NN
before,IN
beginning,VBG
six,CD
weeks,NNS
of,IN
fasting,NN
and,CC
prayer,NN
.,.
A,DT
Palestinian,JJ
court,NN
has,VBZ
sentenced,VBN
a,DT
man,NN
to,TO
death,NN
by,IN
hanging,VBG
for,IN
selling,VBG
West,NNP
Bank,NNP
land,NN
to,TO
Israeli,JJ
citizens,NNS
.,.
The,DT
sentence,NN
was,VBD
handed,VBN
down,RP
Tuesday,NNP
by,IN
a,DT
court,NN
in,IN
the,DT
West,NNP
Bank,NNP
town,NN
of,IN
Hebron,NNP
",",","
but,CC
it,PRP
may,MD
be,VB
unlikely,JJ
to,TO
be,VB
carried,VBN
out,RP
.,.
Prosecutors,NNS
say,VBP
the,DT
defendant,NN
sold,VBD
to,TO
Israelis,NNS
land,NN
that,WDT
did,VBD
not,RB
belong,VB
to,TO
him,PRP
in,IN
the,DT
village,NN
of,IN
Beit,NNP
Omar,NNP
near,IN
Hebron,NNP
.,.
The,DT
Palestinian,JJ
Authority,NNP
considers,VBZ
the,DT
sale,NN
of,IN
Palestinian,JJ
land,NN
to,TO
Israelis,NNS
to,TO
be,VB
treason,NN
.,.
Palestinian,JJ
President,NNP
Mahmoud,NNP
Abbas,NNP
must,MD
approve,VB
the,DT
sentence,NN
for,IN
it,PRP
to,TO
be,VB
carried,VBN
out,RP
.,.
He,PRP
has,VBZ
withheld,VBN
approval,NN
in,IN
many,JJ
other,JJ
death,NN
penalty,NN
cases,NNS
.,.
Several,JJ
other,JJ
Palestinians,NNS
charged,VBN
with,IN
collaborating,VBG
with,IN
Israel,NNP
are,VBP
currently,RB
on,IN
death,NN
row,NN
.,.
The,DT
Arabic,JJ
television,NN
station,NN
al-Jazeera,NNP
has,VBZ
broadcast,VBN
a,DT
videotape,NN
of,IN
al-Qaida,NNP
's,POS
second,JJ
in,IN
command,NN
",",","
Ayman,NNP
al-Zawahri,NNP
",",","
who,WP
vowed,VBD
to,TO
keep,VB
fighting,VBG
the,DT
United,NNP
States,NNPS
unless,IN
Washington,NNP
changes,VBZ
its,PRP$
policies,NNS
towards,IN
the,DT
Muslim,NNP
world,NN
.,.
In,IN
excerpts,NNS
of,IN
the,DT
video,NN
aired,VBN
Monday,NNP
",",","
Osama,NNP
bin,NNP
Laden,NNP
's,POS
deputy,NN
said,VBD
al-Qaida,NNP
was,VBD
not,RB
concerned,VBN
with,IN
the,DT
results,NNS
of,IN
the,DT
U.S.,NNP
presidential,JJ
election,NN
.,.
It,PRP
was,VBD
unclear,JJ
if,IN
the,DT
video,NN
was,VBD
filmed,VBN
before,IN
or,CC
after,IN
the,DT
November,NNP
2,CD
vote,NN
.,.
Just,RB
days,NNS
before,IN
the,DT
election,NN
",",","
al-Jazeera,NNP
aired,VBD
a,DT
video,NN
from,IN
Osama,NNP
bin,NNP
Laden,NNP
",",","
who,WP
also,RB
said,VBD
the,DT
United,NNP
States,NNPS
must,MD
stop,VB
threatening,VBG
Muslims,NNPS
if,IN
it,PRP
wants,VBZ
to,TO
avoid,VB
another,DT
September,NNP
11-style,JJ
attack,NN
.,.
The,DT
head,NN
of,IN
the,DT
U.S.,NNP
central,JJ
bank,NN
signaled,VBD
Tuesday,NNP
that,IN
interest,NN
rates,NNS
are,VBP
not,RB
likely,JJ
to,TO
be,VB
cut,VBN
anytime,RB
soon,RB
.,.
Federal,NNP
Reserve,NNP
Chairman,NNP
Ben,NNP
Bernanke,NNP
said,VBD
interest,NN
rate,NN
policies,NNS
and,CC
efforts,NNS
to,TO
stimulate,VB
the,DT
faltering,VBG
U.S.,NNP
economy,NN
are,VBP
"""",``
well,RB
positioned,VBN
"""",``
to,TO
promote,VB
growth,NN
and,CC
stable,JJ
prices,NNS
.,.
The,DT
Fed,NNP
has,VBZ
been,VBN
cutting,VBG
interest,NN
rates,NNS
steadily,RB
to,TO
boost,VB
economic,JJ
growth,NN
.,.
But,CC
officials,NNS
must,MD
balance,VB
the,DT
need,NN
to,TO
boost,VB
the,DT
economy,NN
with,IN
the,DT
concern,NN
that,IN
cutting,VBG
interest,NN
rates,NNS
too,RB
low,JJ
could,MD
spark,VB
inflation,NN
.,.
Inflation,NN
concerns,NNS
have,VBP
been,VBN
rising,VBG
along,IN
with,IN
the,DT
price,NN
of,IN
oil,NN
.,.
Fuel,NN
price,NN
hikes,NNS
are,VBP
also,RB
forcing,VBG
the,DT
biggest,JJS
U.S.,NNP
automaker,NN
to,TO
slash,VB
truck,NN
production,NN
and,CC
make,VB
more,JJR
small,JJ
",",","
fuel-efficient,JJ
cars,NNS
.,.
General,NNP
Motors,NNPS
Tuesday,NNP
announced,VBD
that,IN
it,PRP
will,MD
close,VB
four,CD
North,JJ
American,JJ
plants,NNS
that,WDT
make,VBP
trucks,NNS
.,.
Russian,JJ
authorities,NNS
have,VBP
detained,VBN
a,DT
man,NN
suspected,VBN
of,IN
being,VBG
involved,VBN
in,IN
the,DT
deadly,JJ
school,NN
siege,NN
in,IN
the,DT
southern,JJ
town,NN
of,IN
Beslan,NNP
.,.
Officials,NNS
in,IN
Moscow,NNP
Wednesday,NNP
said,VBD
the,DT
man,NN
was,VBD
arrested,VBN
by,IN
security,NN
forces,NNS
in,IN
Ingushetia,NNP
",",","
near,IN
the,DT
North,NNP
Ossetia,NNP
region,NN
where,WRB
the,DT
attack,NN
took,VBD
place,NN
.,.
They,PRP
say,VBP
there,EX
is,VBZ
also,RB
information,NN
the,DT
man,NN
took,VBD
part,NN
in,IN
an,DT
armed,JJ
attack,NN
targeting,VBG
police,NN
facilities,NNS
in,IN
Ingushetia,NNP
last,JJ
June,NNP
.,.
Militants,NNS
attacked,VBD
one,CD
of,IN
Beslan,NNP
's,POS
schools,NNS
last,JJ
September,NNP
",",","
seizing,VBG
more,JJR
than,IN
"1,000",CD
children,NNS
",",","
parents,NNS
and,CC
teachers,NNS
.,.
The,DT
ordeal,NN
ended,VBD
in,IN
a,DT
chaotic,JJ
outburst,NN
of,IN
gunfire,NN
and,CC
explosions,NNS
that,WDT
killed,VBD
more,JJR
than,IN
330,CD
people,NNS
",",","
about,IN
half,NN
of,IN
them,PRP
children,NNS
.,.
Red,NNP
Cross,NNP
officials,NNS
in,IN
Kabul,NNP
say,VBP
suspects,NNS
detained,VBN
by,IN
U.S.,NNP
troops,NNS
in,IN
Afghanistan,NNP
have,VBP
been,VBN
allowed,VBN
to,TO
speak,VB
with,IN
family,NN
members,NNS
through,IN
a,DT
new,JJ
video-teleconference,NN
system,NN
.,.
Officials,NNS
said,VBD
Monday,NNP
",",","
that,IN
about,IN
60,CD
families,NNS
have,VBP
so,RB
far,RB
taken,VBN
advantage,NN
of,IN
the,DT
opportunity,NN
to,TO
speak,VB
with,IN
prisoners,NNS
held,VBN
at,IN
the,DT
detention,NN
center,NN
on,IN
the,DT
U.S.,NNP
Bagram,NNP
Air,NNP
Force,NNP
Base,NNP
.,.
Many,JJ
families,NNS
have,VBP
not,RB
spoken,VBN
to,TO
their,PRP$
detained,VBN
relatives,NNS
for,IN
several,JJ
years,NNS
.,.
Around,IN
600,CD
detainees,NNS
are,VBP
being,VBG
held,VBN
at,IN
the,DT
facility,NN
.,.
The,DT
International,NNP
Committee,NNP
of,IN
the,DT
Red,NNP
Cross,NNP
helped,VBD
organize,VB
the,DT
initiative,NN
",",","
which,WDT
is,VBZ
the,DT
first,NN
of,IN
its,PRP$
kind,NN
.,.
Since,IN
the,DT
2001,CD
U.S.-led,JJ
invasion,NN
of,IN
Afghanistan,NNP
",",","
hundreds,NNS
of,IN
Taliban,NNP
and,CC
al-Qaida,NNP
suspects,NNS
have,VBP
been,VBN
detained,VBN
",",","
along,IN
with,IN
others,NNS
accused,VBN
of,IN
terrorist,JJ
activities,NNS
.,.
The,DT
U.S.,NNP
Senate,NNP
is,VBZ
to,TO
begin,VB
debate,NN
Wednesday,NNP
on,IN
one,CD
of,IN
President,NNP
Bush,NNP
's,POS
judicial,JJ
nominees,NNS
-,IN
setting,VBG
the,DT
stage,NN
for,IN
a,DT
possible,JJ
showdown,NN
on,IN
the,DT
delaying,NN
tactic,NN
known,VBN
as,IN
a,DT
filibuster,NN
.,.
The,DT
leader,NN
of,IN
the,DT
Republican,JJ
majority,NN
in,IN
the,DT
Senate,NNP
",",","
Bill,NNP
Frist,NNP
",",","
plans,VBZ
to,TO
bring,VB
to,TO
the,DT
Senate,NNP
floor,NN
Mr.,NNP
Bush,NNP
's,POS
nomination,NN
of,IN
Priscilla,NNP
Owen,NNP
.,.
A,DT
Texas,NNP
Supreme,NNP
Court,NNP
justice,NN
",",","
Ms.,NNP
Owen,NNP
was,VBD
one,CD
of,IN
seven,CD
nominees,NNS
blocked,VBN
by,IN
Democrats,NNPS
during,IN
the,DT
president,NN
's,POS
first,JJ
term,NN
.,.
If,IN
Democrats,NNPS
are,VBP
successful,JJ
again,RB
",",","
Republicans,NNS
say,VBP
they,PRP
will,MD
seek,VB
early,JJ
next,JJ
week,NN
to,TO
change,VB
Senate,NNP
rules,NNS
to,TO
limit,VB
filibusters,NNS
",",","
a,DT
parliamentary,JJ
delaying,NN
procedure,NN
aimed,VBN
at,IN
preventing,VBG
a,DT
vote,NN
.,.
Opposition,NNP
Democrats,NNPS
say,VBP
changing,VBG
Senate,NNP
rules,NNS
would,MD
drastically,RB
curtail,VB
the,DT
rights,NNS
of,IN
the,DT
minority,NN
.,.
Talks,NNS
seeking,VBG
a,DT
compromise,NN
have,VBP
not,RB
been,VBN
successful,JJ
.,.
The,DT
largest,JJS
Sunni,NNP
bloc,NN
in,IN
Iraq,NNP
's,POS
parliament,NN
has,VBZ
suspended,VBN
its,PRP$
participation,NN
in,IN
the,DT
government,NN
and,CC
is,VBZ
threatening,VBG
to,TO
withdraw,VB
completely,RB
.,.
The,DT
Accordance,NNP
Front,NNP
Wednesday,NNP
",",","
gave,VBD
Prime,NNP
Minister,NNP
Nouri,NNP
al-Maliki,NNP
one,CD
week,NN
to,TO
meet,VB
its,PRP$
demands,NNS
to,TO
deal,VB
with,IN
Shi'ite,NNP
militias,NNS
and,CC
reform,VB
the,DT
conduct,NN
of,IN
raids,NNS
and,CC
arrests,NNS
.,.
The,DT
bloc,NN
has,VBZ
been,VBN
boycotting,VBG
cabinet,NN
meetings,NNS
since,IN
June,NNP
to,TO
protest,VB
legal,JJ
proceedings,NNS
against,IN
Culture,NNP
Minister,NNP
Asad,NNP
Kamal,NNP
al-Hashimi,NNP
.,.
Al-Hashimi,NNP
has,VBZ
been,VBN
accused,VBN
of,IN
arranging,VBG
to,TO
have,VB
another,DT
politician,NN
killed,VBN
.,.
Last,JJ
week,NN
",",","
the,DT
Accordance,NNP
Front,NNP
and,CC
a,DT
group,NN
of,IN
Shi'ite,NNP
lawmakers,NNS
ended,VBD
a,DT
boycott,NN
of,IN
Iraq,NNP
's,POS
parliament,NN
.,.
Also,RB
Tuesday,NNP
",",","
Baghdad,NNP
police,NNS
say,VBP
at,IN
least,JJS
six,CD
people,NNS
were,VBD
killed,VBN
when,WRB
U.S.,NNP
and,CC
Iraqi,JJ
forces,NNS
clashed,VBD
with,IN
Shi'ite,NNP
militias,NNS
in,IN
the,DT
Sadr,NNP
City,NNP
neighborhood,NN
.,.
And,CC
the,DT
U.S.,NNP
military,NN
says,VBZ
it,PRP
has,VBZ
detained,VBN
the,DT
administrative,JJ
head,NN
of,IN
al-Qaida,NNP
in,IN
Iraq,NNP
's,POS
Mosul,NNP
operations,NNS
during,IN
early,JJ
morning,NN
raids,NNS
.,.
The,DT
world,NN
's,POS
largest,JJS
maker,NN
of,IN
jetliners,NNS
",",","
Airbus,NNP
",",","
says,VBZ
it,PRP
sold,VBD
more,JJR
planes,NNS
than,IN
rival,JJ
Boeing,NNP
last,JJ
year,NN
.,.
Tuesday,NNP
's,POS
announcement,NN
surprised,VBD
some,DT
analysts,NNS
who,WP
thought,VBD
Boeing,NNP
might,MD
regain,VB
the,DT
sales,NNS
lead,NN
.,.
Airbus,NNP
says,VBZ
it,PRP
has,VBZ
firm,JJ
orders,NNS
for,IN
a,DT
record,NN
1055,CD
planes,NNS
",",","
while,IN
Boeing,NNP
has,VBZ
orders,NNS
for,IN
1002,CD
",",","
which,WDT
is,VBZ
a,DT
record,NN
for,IN
the,DT
company,NN
.,.
Boeing,NNP
's,POS
orders,NNS
include,VBP
more,JJR
wide-body,JJ
planes,NNS
",",","
so,RB
at,IN
list,NN
prices,NNS
",",","
its,PRP$
orders,NNS
are,VBP
worth,JJ
somewhat,RB
more,JJR
than,IN
Airbus,NNP
.,.
Orders,NNS
for,IN
jetliners,NNS
soared,VBD
in,IN
2005,CD
",",","
as,IN
Asian,JJ
airlines,NNS
expanded,VBD
their,PRP$
fleets,NNS
to,TO
meet,VB
growing,VBG
demand,NN
",",","
and,CC
other,JJ
airlines,NNS
sought,VBD
new,JJ
",",","
more,RBR
fuel-efficient,JJ
planes,NNS
to,TO
cope,VB
with,IN
high,JJ
oil,NN
costs,NNS
.,.
U.S.,NNP
Defense,NNP
Secretary,NNP
Robert,NNP
Gates,NNP
is,VBZ
in,IN
Pakistan,NNP
to,TO
discuss,VB
counter-terrorism,NN
efforts,NNS
and,CC
the,DT
Taleban,NNP
insurgency,NN
in,IN
neighboring,VBG
Afghanistan,NNP
.,.
Gates,NNP
arrived,VBD
in,IN
the,DT
capital,NN
",",","
Islamabad,NNP
",",","
Monday,NNP
to,TO
meet,VB
with,IN
Pakistani,JJ
President,NNP
Pervez,NNP
Musharraf,NNP
.,.
Washington,NNP
has,VBZ
been,VBN
putting,VBG
pressure,NN
on,IN
General,NNP
Musharraf,NNP
to,TO
stop,VB
Taleban,NNP
fighters,NNS
from,IN
crossing,VBG
into,IN
Afghanistan,NNP
.,.
Gates,NNP
prev-prev-iob,lemma
Thousands,NNS
of,IN
demonstrators,NNS
have,VBP
marched,VBN
through,IN
London,NNP
to,TO
protest,VB
the,DT
war,NN
in,IN
Iraq,NNP
and,CC
demand,VB
the,DT
withdrawal,NN
of,IN
British,JJ
troops,NNS
from,IN
that,DT
country,NN
.,.
Families,NNS
of,IN
soldiers,NNS
killed,VBN
in,IN
the,DT
conflict,NN
joined,VBD
the,DT
protesters,NNS
who,WP
carried,VBD
banners,NNS
with,IN
such,JJ
slogans,NNS
as,IN
"""",``
Bush,NNP
Number,NN
One,CD
Terrorist,NN
"""",``
and,CC
"""",``
Stop,VB
the,DT
Bombings,NNS
.,.
"""",``
They,PRP
marched,VBD
from,IN
the,DT
Houses,NNS
of,IN
Parliament,NN
to,TO
a,DT
rally,NN
in,IN
Hyde,NNP
Park,NNP
.,.
Police,NNS
put,VBD
the,DT
number,NN
of,IN
marchers,NNS
at,IN
"10,000",CD
while,IN
organizers,NNS
claimed,VBD
it,PRP
was,VBD
"1,00,000",CD
.,.
The,DT
protest,NN
comes,VBZ
on,IN
the,DT
eve,NN
of,IN
the,DT
annual,JJ
conference,NN
of,IN
Britain,NNP
's,POS
ruling,VBG
Labor,NNP
Party,NNP
in,IN
the,DT
southern,JJ
English,JJ
seaside,NN
resort,NN
of,IN
Brighton,NNP
.,.
The,DT
party,NN
is,VBZ
divided,VBN
over,IN
Britain,NNP
's,POS
participation,NN
in,IN
the,DT
Iraq,NNP
conflict,NN
and,CC
the,DT
continued,JJ
deployment,NN
of,IN
"8,500",CD
British,JJ
troops,NNS
in,IN
that,DT
country,NN
.,.
The,DT
London,NNP
march,NN
came,VBD
ahead,RB
of,IN
anti-war,JJ
protests,NNS
today,NN
in,IN
other,JJ
cities,NNS
",",","
including,VBG
Rome,NNP
",",","
Paris,NNP
",",","
and,CC
Madrid,NNP
.,.
The,DT
International,NNP
Atomic,NNP
Energy,NNP
Agency,NNP
is,VBZ
to,TO
hold,VB
second,JJ
day,NN
of,IN
talks,NNS
in,IN
Vienna,NNP
Wednesday,NNP
on,IN
how,WRB
to,TO
respond,VB
to,TO
Iran,NNP
's,POS
resumption,NN
of,IN
low-level,JJ
uranium,NN
conversion,NN
.,.
Iran,NNP
this,DT
week,NN
restarted,VBD
parts,NNS
of,IN
the,DT
conversion,NN
process,NN
at,IN
its,PRP$
Isfahan,NNP
nuclear,JJ
plant,NN
.,.
Iranian,JJ
officials,NNS
say,VBP
they,PRP
expect,VBP
to,TO
get,VB
access,NN
to,TO
sealed,JJ
sensitive,JJ
parts,NNS
of,IN
the,DT
plant,NN
Wednesday,NNP
",",","
after,IN
an,DT
IAEA,NNP
surveillance,NN
system,NN
begins,VBZ
functioning,VBG
.,.
The,DT
step,NN
will,MD
allow,VB
the,DT
facility,NN
to,TO
operate,VB
at,IN
full,JJ
capacity,NN
.,.
The,DT
European,NNP
Union,NNP
",",","
with,IN
U.S.,NNP
backing,NN
",",","
has,VBZ
threatened,VBN
to,TO
refer,VB
Iran,NNP
to,TO
the,DT
U.N.,NNP
Security,NNP
Council,NNP
",",","
which,WDT
could,MD
impose,VB
sanctions,NNS
if,IN
it,PRP
finds,VBZ
Tehran,NNP
has,VBZ
violated,VBN
the,DT
Nuclear,NNP
Non-Proliferation,NNP
treaty,NN
.,.
Iran,NNP
's,POS
new,JJ
President,NNP
Mahmoud,NNP
Ahmadinejad,NNP
said,VBD
Tuesday,NNP
that,IN
European,JJ
incentives,NNS
aimed,VBN
at,IN
persuading,VBG
Iran,NNP
to,TO
end,VB
its,PRP$
nuclear,JJ
fuel,NN
program,NN
are,VBP
an,DT
insult,NN
to,TO
the,DT
Iranian,JJ
nation,NN
.,.
Two,CD
Germans,NNS
and,CC
four,CD
Nigerian,JJ
oil,NN
workers,NNS
were,VBD
kidnapped,VBN
by,IN
armed,JJ
militants,NNS
during,IN
a,DT
raid,NN
on,IN
a,DT
boat,NN
in,IN
Nigeria,NNP
's,POS
southern,JJ
oil-rich,JJ
Delta,NNP
region,NN
.,.
An,DT
official,NN
with,IN
the,DT
German,JJ
firm,NN
Bilfinger,NNP
Berger,NNP
",",","
Thomas,NNP
Horbach,NNP
",",","
said,VBD
the,DT
gunmen,NNS
stopped,VBD
the,DT
supply,NN
boat,NN
Wednesday,NNP
as,IN
it,PRP
sailed,VBD
from,IN
Delta,NNP
State,NNP
to,TO
Bayelsa,NNP
State,NNP
to,TO
inspect,VB
an,DT
offshore,JJ
oil,NN
field,NN
owned,VBN
by,IN
Royal-Dutch,NNP
Shell,NNP
.,.
The,DT
German,JJ
firm,NN
works,VBZ
as,IN
a,DT
sub-contractor,NN
for,IN
Shell,NNP
.,.
Militant,JJ
groups,NNS
frequently,RB
attack,VBP
oil,NN
operations,NNS
in,IN
the,DT
Niger,NNP
Delta,NNP
to,TO
demand,VB
social,JJ
services,NNS
and,CC
better,JJR
job,NN
opportunities,NNS
from,IN
multinational,JJ
companies,NNS
.,.
Poor,JJ
residents,NNS
often,RB
complain,VBP
they,PRP
have,VBP
been,VBN
cheated,VBN
out,IN
of,IN
the,DT
huge,JJ
riches,NNS
extracted,VBN
from,IN
their,PRP$
tribal,JJ
lands,NNS
-,:
where,WRB
the,DT
bulk,NN
of,IN
Nigeria,NNP
's,POS
2.3,CD
million,CD
barrels,NNS
of,IN
petroleum,NN
are,VBP
pumped,VBN
daily,RB
.,.
Suspected,JJ
Islamist,JJ
rebels,NNS
